family,title,abstract,applicants,inventors,dates,classes
55133163,"PEPTIDES FROM NPSR1","The present invention relates to novel peptides derived from Neuropeptide S Receptor (NPSR1), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; de souza victoria arena[gb]; chillakuri chandramouli[gb]; sangani dhaval[gb]; hood graham[gb]; oestringer benjamin[gb],20181129,A61K39/0011;A61K39/001111;A61K47/6849;A61P35/00;A61P35/00;C07K14/71;A61K2039/5158;A61K2039/605;A61K2039/605;G01N33/505;G01N33/574
52669528,"COMBINED T CELL RECEPTOR GENE THERAPY OF CANCER AGAINST MHC I AND MHC II-RESTRICTED EPITOPES OF THE TUMOR ANTIGEN NY-ESO-1","The present invention relates to the field of immunotherapy, in particular adoptive T cell therapy or T cell receptor (TCR) gene therapy of cancer. The invention provides a nucleic acid encoding at least one T cell receptor alpha chain construct and/or TCR beta chain construct of a TCR construct capable of specifically binding to an epitope from NY-ESO-1 (also designated CTAG-1) in complex with a human MHC, wherein the TCR alpha chain construct and/or the TCR beta chain construct comprises a complementarity determining region 3 (CDR3) having at least 90% sequence identity to an amino acid selected from SEQ ID NO: 1-20. The invention provides TCR constructs restricted to an epitope from NY-ESO-1 presented on MHC I, and, for the first time, TCR constructs restricted to an epitope from NY-ESO-1 presented on MHC II molecules, and thus enables a combined adoptive T cell therapy with both recombinant CD4+ and recombinant CD8+ T cells. The invention also provides proteins and host cells corresponding to said TCR constructs, as well as the medical use of such constructs, in particular, in the diagnosis, prevention and/or treatment of a proliferative or viral disease, wherein, preferably, both TCR constructs restricted to MHC I and MHC II molecules are provided in a kit. The invention also relates to a mouse transgenic for the human TCR loci and human HLA-DR4, ABabDR4 mouse.",max-delbrück-centrum für molekulare medizin[de],blankenstein thomas[de]; poncette lucia[de]; chen xiaojing[de],20160922,C07K14/7051;C07K14/4748;A61K38/00;C07K2317/565;A01K67/0278;A61K48/00;A01K2217/052;A01K2227/105
55133169,"PEPTIDES DERIVED FROM ACTIN-LIKE PROTEIN 8 (ACTL8)","The present invention relates to novel peptides derived from Actin-like protein 8 (ACTL8), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; popa alina[gb]; addis philip[gb],20190207,A61K38/04;A61K38/04;A61K38/1774;A61K38/1774;A61P35/00;A61P35/00;C07K7/06;C07K14/47;C07K14/70539;C07K14/70539;A61K38/00;A61K2121/00;A61K2123/00
55133191,"PEPTIDES DERIVED FROM ACHAETE-SCUTE HOMOLOG 2 (ASCL2), COMPLEXES COMPRISING SUCH PEPTIDES BOUND TO MHC MOLECULES","The present invention relates to novel peptides derived from Achaete-scute homolog 2 (ASCL2), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; popa alina[gb],20210429,C07K14/4748;C07K14/4748;C07K14/7051;C07K14/70539;C07K16/18;G01N33/574;C07K2319/00
67549078,"MUTANT IDH1 SPECIFIC T CELL RECEPTOR","This disclosure relates to the production and use of an isolated, purified and/or recombinant T cell receptor (TCR) that specifically binds to a mutant IDH1 protein, or a fragment thereof, wherein the mutant IDH1 protein or fragment thereof comprises an R132H mutation.",berkeley lights inc[us]; univ california[us],okada hideho[us]; smith duane[us]; watchmaker payal[us]; bronevetsky yelena[us]; naka ryosuke[us]; stadler guido k[us]; wang xiaohua[us]; chapman kevin t[us],20190815,A61K38/44;A61K39/395;C12N15/11;C12N15/63;C12Q1/68;G01N33/574
55133201,"PEPTIDES","The present invention relates to novel peptides derived from Zinc transporter 8 (SLC30A8), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; brooks andrew[gb]; keating garret[gb],20210225,A61K38/00;A61K38/00;A61K39/0011;A61P35/00;A61P35/00;C07K7/06;C07K7/06;C07K7/08;C07K7/08;C07K14/4748;C07K14/4748;C07K14/705;C07K14/705;C07K16/2833
71094837,"VIRAL VECTORS AND USE THEREOF IN ADOPTIVE CELLULAR THERAPY","A vector containing a first nucleotide sequence S1 encoding a protein Z1, a second nucleotide sequence S2 encoding a protein Z2, a third nucleotide sequence S3 encoding a protein Y1, and a fourth nucleotide sequence S4 encoding a protein Y2, in which Z1 and Z2 form a first dimer and Y1 and Y2 form a second dimer, in which the first dimer Z1Z2 is different from the second dimer Y1Y2.",immatics us inc[us],mata melinda[us]; bulliard yannick[us]; kalra mamta[us],20201203,A61K35/17;A61K39/0011;A61P35/00;C07K14/15;C07K14/7051;C07K14/70517;C12N5/0634;C12N15/64;A61K2039/5158;A61K2039/572;C12N2501/2302;C12N2501/2315;C12N2740/16043
63722758,"T CELL RECEPTORS THAT BIND TO MIXED LINEAGE LEUKEMIA (MLL)-SPECIFIC PHOSPHOPEPTIDES AND METHODS OF USE THEREOF","Provided are TCRs (e.g., TCRs that bind to MLL, e.g., TCRs that bind to an MLL phosphopeptide, e.g., TCRs that bind to an MLL phosphopeptide/MHC complex), cells and pharmaceutical compositions comprising these TCRs, nucleic acids encoding these TCRs, expression vectors and host cells for making these TCRs, and methods of treating a subject using these TCRs.",agenus inc[us],van dijk marc[nl]; breous-nystrom ekaterina vladimirovna[ch]; franchino alessandra[ch]; lalevée sébastien[fr]; hurwitz andrew arthur[us]; exley mark adrian[us]; wolf benjamin jacob[us],20201001,A61K45/06;A61P35/00;C07K14/70503;C07K14/7051;C07K14/7051;C12N9/1007;C12N15/63;A61K38/00;A61K38/00;A61K45/06;C07K2317/565
34590303,"","",,,20070524,A61K47/6415;A61K47/642;A61K47/6425;A61K47/665;B82Y5/00;C07K14/55;C07K14/7051;G01N33/57484;G01N33/57492;G01N33/6875;C07K2319/00;C07K2319/20;C07K2319/30;C07K2319/32;G01N2333/7051;G01N2333/70539;A61K51/1027
62225959,"HIGH-AFFINITY TCR FOR NY-ESO","Provided is a T cell receptor (TCR) having a property of binding to a SLLMWITQC-HLA A2 complex; and the binding affinity of the TCR to the SLLMWITQC-HLA A2 complex is at least twice that of a wild-type TCR to the SLLMWITQC-HLA A2 complex. Also provided is a fusion molecule of such a TCR with a therapeutic agent. Such a TCR can be used alone or in combination with a therapeutic agent so as to target tumour cells presenting the SLLMWITQC-HLA A2 complex.",guangdong xiangxue life sciences ltd[cn],li yi[cn]; huang jinhua[cn],20180607,A61K35/17;A61K35/17;A61K38/17;A61P35/00;C07K14/70503;C12N5/10;C12N15/63;C12N15/867;A61K38/00
64662173,"NOVEL T CELL RECEPTORS AND IMMUNE THERAPY USING THE SAME","The present invention pertains to antigen recognizing constructs against tumor associated antigens (TAA), in particular the TAA Serine protease inhibitor Kazal-type 2 (SPINK2). The invention in particular provides novel T cell receptor (TCR) based molecules which are selective and specific for the tumor expressed antigen of the invention. The TCR of the invention, and SPINK2 binding fragments derived therefrom, are of use for the diagnosis, treatment and prevention of SPINK2 expressing cancerous diseases. Further provided are nucleic acids encoding the antigen recognizing constructs of the invention, vectors comprising these nucleic acids, recombinant cells expressing the antigen recognizing constructs and pharmaceutical compositions comprising the compounds of the invention.",immatics biotechnologies gmbh[de],wagner claudia[de]; alten leonie[de]; bunk sebastian[de]; maurer dominik[de],20190103;20190314,C07K16/38;C07K14/7051;C07K14/8135;C07K16/2833;C07K2317/62;C07K2317/32;C12N5/0636;C12N15/85;C12N2015/8518;C07K16/26;C07K2317/30;C07K2317/565;C07K16/38;C07K14/7051;C07K14/8135;C07K16/2833;C07K2317/62;C07K2317/32;C12N5/0636;C12N15/85;C12N2015/8518;C07K16/26;C07K2317/30;C07K2317/565
63963389,"HLA CLASS II-RESTRICTED T CELL RECEPTORS AGAINST MUTATED RAS","Disclosed is an isolated or purified T cell receptor (TCR), wherein the TCR has antigenic specificity for mutated Kirsten rat sarcoma viral oncogene homolog (KRAS) presented by a human leukocyte antigen (HLA) Class II molecule. Related polypeptides and proteins, as well as related nucleic acids, recombinant expression vectors, host cells, populations of cells, and pharmaceutical compositions are also provided. Also disclosed are methods of detecting the presence of cancer in a mammal and methods of treating or preventing cancer in a mammal.",us health[us],yoseph rami[us]; cafri gal[us]; robbins paul f[us]; rosenberg steven a[us],20190328,A61K35/17;A61K38/177;A61K38/177;A61P35/00;A61P35/00;C07K14/7051;C07K14/7051;C07K14/82;C12N15/62;C12N15/62;G01N33/5748;G01N2800/7028
51625624,"COMPOSITIONS AND METHODS FOR USE OF RECOMBINANT T CELL RECEPTORS FOR DIRECT RECOGNITION OF TUMOR ANTIGEN","Provided are compositions and methods for prophylaxis and/or therapy of a variety of cancers which express a NY-ESO-1 antigen. Included are recombinant T cell receptors (TCRs), polynucleotides encoding them, expression vectors that include the polynucleotides, and cells into which the polynucleotides have been introduced to produce modified cells, including CD4+ T cells, CD8+ T cells, natural killer T cells, γδ T cells, and progenitor cells, such as haematopoietic stem cells. The modified cells are capable of direct recognition of a cancer cell expressing a NY-ESO-1 antigen by human leukocyte antigen (HLA) class II-restricted binding of the TCR to the NY-ESO-1 antigen expressed by the cancer cell without presentation of the antigen by antigen presenting cells. In embodiments, the NY-ESO-1 antigen is displayed by the tumor cells. Also included is a method for prophylaxis and/or therapy of cancer by administering modified cells that express a recombinant TCR. Methods for making expression vectors and/or cells which express a recombinant TCR and identifying TCRs to make the expression vectors are also included.",health research inc[us],odunsi kunle[us]; matsuzaki junko[us]; tsuji takemasa[us],20141002;20141127,A61K39/0011;C07K14/7051;C07K14/7051;C12N5/0636;C12N15/85;A61K2039/5156;C07K2319/00;C07K2319/00;C07K2319/50;C07K2319/50;C12N2740/13041;C12N2740/13041;A61K39/0011;C07K14/7051;C07K14/7051;C12N5/0636;C12N15/85;A61K2039/5156;C07K2319/00;C07K2319/00;C07K2319/50;C07K2319/50;C12N2740/13041;C12N2740/13041
43599514,"HUMAN SINGLE-CHAIN T CELL RECEPTORS","A soluble human single-chain T cell receptor (TCR) having the structure: Va2-L-Vß or Vß-L-Va2, wherein L is a linker peptide that links Vß with Va, Vß is a TCR variable ß region, and Va2 is a TCR variable a region of the family 2 is provided. The provided scTCR is useful for many purposes, including the treatment of cancer, viral diseases and autoimmune diseases.",univ illinois[us]; kranz david m[us]; aggen david h[us],kranz david m[us]; aggen david h[us],20110414;20110623,C07K14/7051;C07K14/7051
64949411,"HLA CLASS I-RESTRICTED T CELL RECEPTORS AGAINST MUTATED RAS","Disclosed is an isolated or purified T cell receptor (TCR), wherein the TCR has antigenic specificity for a mutated RAS amino acid sequence presented by a human leukocyte antigen (HLA) Class I molecule. Related polypeptides and proteins, as well as related nucleic acids, recombinant expression vectors, host cells, populations of cells, and pharmaceutical compositions are also provided. Also disclosed are methods of detecting the presence of cancer in a mammal and methods of treating or preventing cancer in a mammal.",us health[us],yoseph rami[us]; lu yong-chen[us]; cafri gal[us]; rosenberg steven a[us],20190613,A61K39/001164;C07K14/7051;C07K14/70539;C07K14/82;A61K38/00
55133143,"PEPTIDES","The present invention relates to novel peptides derived from Melanoma-associated antigen C1 (MAGEC), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; popa alina[gb],20210225,A61K38/1774;A61K38/1774;A61K39/00119;C07K14/4748;C07K14/4748;C07K14/7051;C07K14/70539;C07K16/2833;C07K16/30;G01N33/6845;C07K2317/92;G01N2333/7051;G01N2333/70539;G01N2800/7028
60580240,"T-cell receptor","The present disclosure relates to a new T-cell receptor (TCR), in particular at least one complementarity-determining region (CDR) thereof; a T-cell expressing said TCR; a clone expressing said TCR; a vector encoding said TCR; a soluble version of said TCR; a pharmaceutical composition or bispecific comprising said TCR, said cell, said clone or said vector; use of said TCR or said cell or said clone or said vector or said pharmaceutical composition or bispecific to treat cancer; and a method of treating cancer using said TCR, said cell, said clone, said vector, said pharmaceutical composition or bispecific comprising said TCR.",univ college cardiff consultants ltd[gb],sewell andrew[gb]; dolton garry[gb],20210803,A61K35/17;A61K38/00;A61K38/17;A61K38/17;A61K38/17;A61K38/17;A61K45/06;A61P35/00;C07K14/7051;C07K14/7051;C07K14/7051;C07K14/7051;C07K14/7051;C12N7/00;A61K38/00;A61K38/00;A61K38/00;C12N2740/15043
36060331,"Compositions comprising T cell receptors and methods of use thereof","Nucleic acids encoding antitumor TCRs recognizing MART-1, NY-ESO-1, and melanoma gp100 peptides; vectors and cells comprising the same; and methods of using the foregoing.",us health[us],morgan richard a[us]; rosenberg steven a[us],20110329,A61K35/17;A61K48/005;C07K14/7051;C12N5/0636;A61K38/00;A61K2039/5156;C12N2501/515;C12N2510/00;C12N2799/027
